symbol,name,initial value,value,unit,lower bound,upper bound,fit,digits
FA,Flip angle,15.0,15.0,deg,0.0,180.0,False,4
S0,Signal amplitude S0,1200.0,1655.5003384511958,a.u.,0.0,inf,False,4
BAT,Bolus arrival time,60.0,83.7179027623036,sec,0.0,inf,True,3
CO,Cardiac output,100.0,86.8713896400183,mL/sec,0.0,inf,True,3
MTThl,Heart & lung mean transit time,8.0,14.493697616598457,sec,0.0,30.0,True,3
MTTo,Other organs mean transit time,20.0,16.77537973890162,sec,0.0,60.0,True,3
TTDo,Other organs transit time dispersion,10.0,51.109261568199315,sec,0.0,inf,True,2
MTTe,Storage compartment mean transit time,120.0,799.4859122898273,sec,0.0,800.0,True,3
El,Storage compartment leakage fraction,0.15,0.13388664624327826,,0.0,0.5,True,4
Ee,Kidney & Liver Extraction fraction,0.05,0.029657216026654044,,0.01,0.15,True,4
