symbol,name,initial value,value,unit,lower bound,upper bound,fit,digits
FA,Flip angle,15.0,15.0,deg,0.0,180.0,False,4
S0,Signal amplitude S0,1200.0,1516.2218685276164,a.u.,0.0,inf,False,4
BAT,Bolus arrival time,60.0,81.73956901399268,sec,0.0,inf,True,3
CO,Cardiac output,100.0,108.4833712193734,mL/sec,0.0,inf,True,3
MTThl,Heart & lung mean transit time,8.0,9.3157188865511,sec,0.0,30.0,True,3
MTTo,Other organs mean transit time,20.0,12.43966848958018,sec,0.0,60.0,True,3
TTDo,Other organs transit time dispersion,10.0,30.883128157397213,sec,0.0,inf,True,2
MTTe,Storage compartment mean transit time,120.0,700.9466594660654,sec,0.0,800.0,True,3
El,Storage compartment leakage fraction,0.15,0.1368970337960739,,0.0,0.5,True,4
Ee,Kidney & Liver Extraction fraction,0.05,0.05980110947253693,,0.01,0.15,True,4
