symbol,name,initial value,value,unit,lower bound,upper bound,fit,digits
FA,Flip angle,15.0,15.0,deg,0.0,180.0,False,4
S0,Signal amplitude S0,1200.0,1749.6372924977422,a.u.,0.0,inf,False,4
BAT,Bolus arrival time,60.0,80.53842272597902,sec,0.0,inf,True,3
CO,Cardiac output,100.0,47.18631369191998,mL/sec,0.0,inf,True,3
MTThl,Heart & lung mean transit time,8.0,6.742017637276105,sec,0.0,30.0,True,3
MTTo,Other organs mean transit time,20.0,12.459829649369816,sec,0.0,60.0,True,3
TTDo,Other organs transit time dispersion,10.0,33.76997333462343,sec,0.0,inf,True,2
MTTe,Storage compartment mean transit time,120.0,408.5022305191516,sec,0.0,800.0,True,3
El,Storage compartment leakage fraction,0.15,0.2767245750891722,,0.0,0.5,True,4
Ee,Kidney & Liver Extraction fraction,0.05,0.08289020053314634,,0.01,0.15,True,4
