symbol,name,initial value,value,unit,lower bound,upper bound,fit,digits
FA1,Flip angle 1,15.0,15.0,deg,0.0,180.0,False,4
FA2,Flip angle 2,15.0,15.0,deg,0.0,180.0,False,4
S01,Signal amplitude S0,1200.0,2292.782105092811,a.u.,0.0,inf,False,4
S02,Signal amplitude S0,1200.0,1997.985873598634,a.u.,0.0,inf,True,4
BAT1,Bolus arrival time,60.0,80.9611588429876,sec,0.0,inf,True,3
BAT2,Bolus arrival time - second shot,10000.0,10034.967593662883,sec,0.0,inf,True,3
CO,Cardiac output,50.0,49.87494813519945,mL/sec,0.0,inf,True,3
MTThl,Heart & lung mean transit time,8.0,12.326440849179194,sec,0.0,30.0,True,2
MTTo,Other organs mean transit time,10.0,9.440672501347523,sec,0.0,30.0,True,2
TTDo,Other organs transit time dispersion,20.0,40.20858500480483,sec,0.0,60.0,True,3
MTTe,Storage compartment mean transit time,120.0,596.2878937800558,sec,0.0,800.0,True,3
El,Storage compartment leakage fraction,0.15,0.18346568018537224,,0.0,0.5,True,4
Ee,Kidney & Liver Extraction fraction,0.05,0.08367401862720793,,0.01,0.15,True,4
