symbol,name,initial value,value,unit,lower bound,upper bound,fit,digits
FA1,Flip angle 1,15.0,15.0,deg,0.0,180.0,False,4
FA2,Flip angle 2,15.0,15.0,deg,0.0,180.0,False,4
S01,Signal amplitude S0,1200.0,1815.5802858076709,a.u.,0.0,inf,False,4
S02,Signal amplitude S0,1200.0,2111.680335666137,a.u.,0.0,inf,True,4
BAT1,Bolus arrival time,60.0,74.77220788567374,sec,0.0,inf,True,3
BAT2,Bolus arrival time - second shot,10000.0,7316.981860903262,sec,0.0,inf,True,3
CO,Cardiac output,50.0,37.45032588667185,mL/sec,0.0,inf,True,3
MTThl,Heart & lung mean transit time,8.0,6.01654726467529,sec,0.0,30.0,True,2
MTTo,Other organs mean transit time,10.0,8.000022071123558,sec,0.0,30.0,True,2
TTDo,Other organs transit time dispersion,20.0,25.83098805654905,sec,0.0,60.0,True,3
MTTe,Storage compartment mean transit time,120.0,420.34287673043775,sec,0.0,800.0,True,3
El,Storage compartment leakage fraction,0.15,0.12355465096774582,,0.0,0.5,True,4
Ee,Kidney & Liver Extraction fraction,0.05,0.034161586384841,,0.01,0.15,True,4
